0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,"Shila Shinde
3,18,715  3 Lacs+

Priya Shinde
3,30,858.37  3 Lacs+

Sambhajiraje Shinde
14,57,183  14 Lacs+

Bank NOC Sandri Loans
65,44,545  65 Lacs+","Shila Shinde
1,50,000  1 Lacs+

Nanda Jadhav
3,85,000  3 Lacs+

Shreeram Computers
61,980  61 Thou+

Bank NOC Sandri Loans
70,04,014  70 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,62,52,295.37
1 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"86,51,301  86 Lacs+","76,00,994  76 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,62,52,295
1 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 86,51,301.37
86 Lacs+","Rs 76,00,994
76 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,62,52,295.37
1 Crore+",
