0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"City Bank Credit Card
1,90,348  1 Lacs+

Bank Of India Vehicle Loan
23,95,329  23 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 25,85,677
25 Lacs+"
Loans due to Individual / Entity,"Shripati Developers And Builder Pvt Ltd
42,00,000  42 Lacs+

Sagar Mane Personal Loan
2,00,000  2 Lacs+","Shakuntala Ram Thakur Personal Loan
2,50,00,000  2 Crore+

Prashant Ram Thakur For Land Purchase
69,62,609  69 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,63,62,609
3 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"69,85,677  69 Lacs+","3,19,62,609  3 Crore+",Nil,Nil,Nil,Nil,"Rs 3,89,48,286
3 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Amount of Penalty imposed by Commissioner Of central Tax Central Excise & service Tax Raigad Rs 10000 U/s 77 Of finance Act 1994 & Rs 7513729 U/S 78 of the finance Act. 1994
10,000  10 Thou+

Rs 7513729/- U/s 78 of the Finance Act 1994 Appeal Filed on 21.12.2018 & Pending before honble CESTAT West Zone Bench Mumbai
75,13,729  75 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 75,23,729
75 Lacs+"
Totals (Calculated as Sum of Values),"Rs 1,45,09,406
1 Crore+","Rs 3,19,62,609
3 Crore+",Nil,Nil,Nil,Nil,"Rs 4,64,72,015
4 Crore+",
