0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Unsecured Loan Kesrimal Pannalal Patni
74,84,015  74 Lacs+","kesrimal Pannalal Patni
1,53,39,697  1 Crore+

Vijaya laxmi Narendran
30,00,000  30 Lacs+

Rajashri Jain
45,25,000  45 Lacs+

Anil R Agrawal
5,00,000  5 Lacs+

Lata A Agrawal
5,00,000  5 Lacs+

Shripal G Bilala
12,00,000  12 Lacs+

Preeti V Patni
1,34,668  1 Lacs+",Nil,"Kesrima 1 Pannala 1 Patni
87,59,898  87 Lacs+

Rajendra S Patil
36,68,730  36 Lacs+

Preeti V Patni
1,34,666  1 Lacs+",Nil,Nil,"Rs 4,52,46,674
4 Crore+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"74,84,015  74 Lacs+","2,51,99,365  2 Crore+",Nil,"1,25,63,294  1 Crore+",Nil,Nil,"Rs 4,52,46,674
4 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 74,84,015
74 Lacs+","Rs 2,51,99,365
2 Crore+",Nil,"Rs 1,25,63,294
1 Crore+",Nil,Nil,"Rs 4,52,46,674
4 Crore+",
