0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Shrimant Maloji Raje Sah. Bank, Hypothecation Loan
45,079  45 Thou+

BOM
6,71,410  6 Lacs+

BOM
11,03,098  11 Lacs+

Shrimant Maloji Raje Sah. Patsanstha Phaltan Loan
1,71,800  1 Lacs+

Tarasgaon Vikas Society
84,000  84 Thou+

Shrimant Saibai Mah. Maila Patsanstha Phaltan Loan
7,34,410  7 Lacs+

Bhairavnath Multi State Co-Op. Society Ltd. Phaltan, Cash Credit
14,22,087  14 Lacs+","Bhairavnath Multi State Credit Society Ltd. Phaltan, Br. Nandal, Cash Credit
27,65,347  27 Lacs+",Nil,Nil,Nil,Nil,"Rs 69,97,231
69 Lacs+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"41,56,284  41 Lacs+","27,65,347  27 Lacs+",Nil,Nil,Nil,Nil,"Rs 69,21,631
69 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 42,31,884
42 Lacs+","Rs 27,65,347
27 Lacs+",Nil,Nil,Nil,Nil,"Rs 69,97,231
69 Lacs+",
