0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Bank Of baroda Vikas
11,17,225  11 Lacs+

Crop Loan Vikas
2,95,893  2 Lacs+

Axis Bank
0  

Shirala Arban
0  

Land Purchase vikas
19,85,663  19 Lacs+","Bank of baroda Vikas
10,60,438  10 Lacs+

Crop Loan
1,94,719  1 Lacs+

Land Purchase Vikas
19,00,566  19 Lacs+",Nil,"bank of baroda vikas
0  

Crop loan
4,54,592  4 Lacs+

Land purchase Vikas
15,42,545  15 Lacs+

Axis Bank-Car Loan
4,71,011  4 Lacs+

Shirala Arban Tractor Loan
4,67,948  4 Lacs+",Nil,Nil,"Rs 94,90,600
94 Lacs+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"33,98,781  33 Lacs+","31,55,723  31 Lacs+",Nil,"29,36,096  29 Lacs+",Nil,Nil,"Rs 94,90,600
94 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 33,98,781
33 Lacs+","Rs 31,55,723
31 Lacs+",Nil,"Rs 29,36,096
29 Lacs+",Nil,Nil,"Rs 94,90,600
94 Lacs+",
