0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,"2,675  2 Thou+","16,822  16 Thou+","8,206  8 Thou+",Nil,Nil,Nil,"Rs 27,703
27 Thou+",
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,"5,667  5 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 5,667
5 Thou+",
iii,Grand Total of all Govt Dues (as per affidavit),"8,342  8 Thou+","16,822  16 Thou+","8,206  8 Thou+",Nil,Nil,Nil,"Rs 33,370
33 Thou+"
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 8,342
8 Thou+","Rs 16,822
16 Thou+","Rs 8,206
8 Thou+",Nil,Nil,Nil,"Rs 33,370
33 Thou+",
