0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Janta Sahkari Bank Home Loan
19,21,581  19 Lacs+

BOI Home Loan
2,39,022  2 Lacs+","Janta Sahkari Bank Furniture Loan
3,65,211  3 Lacs+

Personal
48,50,000  48 Lacs+

Anil Ganpat Desai
10,00,000  10 Lacs+

Desai Enterprises
3,50,000  3 Lacs+

Sharad Babi Rane
3,00,000  3 Lacs+

Vaibhav Builder And Developers
8,00,000  8 Lacs+

Sulbha Khatu
17,00,000  17 Lacs+

Asha Anant Gandhi
7,00,000  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,22,25,814
1 Crore+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"21,60,603  21 Lacs+","52,15,211  52 Lacs+",Nil,Nil,Nil,Nil,"Rs 73,75,814
73 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 21,60,603
21 Lacs+","Rs 1,00,65,211
1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,22,25,814
1 Crore+",
