0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Shindepada Vividh Ka.Society
5,88,884  5 Lacs+

Morhada Vividh Ka.Society
42,40,186  42 Lacs+

The Jawhar Co Op Bank Jawhar Branch
51,000  51 Thou+","Shindepada Vividh Ka. Society
3,13,250  3 Lacs+

TDCC Bank Mokhada Vehicle Loan
3,40,238.33  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,33,558.33
55 Lacs+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"48,80,070  48 Lacs+","6,53,488.33  6 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,33,558.33
55 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,"53,640  53 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 53,640
53 Thou+",
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 49,33,710
49 Lacs+","Rs 6,53,488.33
6 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,87,198.33
55 Lacs+",
