0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,"May Criasion Vyankya And Company,Jalana Partnership Organazation 5 % part
30,32,670  30 Lacs+

Narendra Shankar Chilka
19,00,000  19 Lacs+

Jalna Siddhi Vinayak Stil pvt ltd
15,00,000  15 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 64,32,670
64 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"64,32,670  64 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 64,32,670
64 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Income tax office Pending Case
10,30,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,30,000
10 Lacs+"
Totals (Calculated as Sum of Values),"Rs 74,62,670
74 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 74,62,670
74 Lacs+",
