0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Vardhman sahkari patsanstha
15,58,758  15 Lacs+

vaijapur merchant co op bank
73,69,000  73 Lacs+

SBI
10,39,605  10 Lacs+

HDFC
6,64,413  6 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,06,31,776
1 Crore+"
Loans due to Individual / Entity,"vINOD GARJE
4,49,000  4 Lacs+

Sangeeta garje
9,50,000  9 Lacs+

Babasaheb jagtap
1,30,000  1 Lacs+

gawaji gayakwad
7,74,000  7 Lacs+

Gat no. 176
3,92,500  3 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 26,95,500
26 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"1,33,27,276  1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,33,27,276
1 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 1,33,27,276
1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,33,27,276
1 Crore+",
