0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Shankar Nagari Bank Home Loan, 50% Share of 3465849/-
17,32,924  17 Lacs+","Shankar Nagari Bank Home Loan, 50% Share of 3465849/-
17,32,924  17 Lacs+",Nil,Nil,Nil,Nil,"Rs 34,65,848
34 Lacs+"
Loans due to Individual / Entity,"Shubhada Co Op Hsg Society, 50% Share of 4967171
24,83,585  24 Lacs+","Shubhada Co Op Hsg Society, 50% Share of 4967171
24,83,585  24 Lacs+",Nil,Nil,Nil,Nil,"Rs 49,67,170
49 Lacs+",
Any other Liability,"Karnataka Bank 33, 50% Share of 5846000/-
29,23,000  29 Lacs+","Karnataka Bank 33, 50% Share of 5846000/-
29,23,000  29 Lacs+",Nil,Nil,Nil,Nil,"Rs 58,46,000
58 Lacs+",
Grand Total of Liabilities (as per affidavit),"71,39,510  71 Lacs+","71,39,510  71 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,42,79,020
1 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 71,39,509
71 Lacs+","Rs 71,39,509
71 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,42,79,018
1 Crore+",
