0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"HDFC Bank Ltd., Mumbai, Vehicle Loan
15,76,930  15 Lacs+

The Maharashtra State Co Op Bank Ltd., Bandra Branch., Mumbai Home Loan
2,30,616  2 Lacs+

The JDCC Bank Ltd., Devpimpri Agricular Loan
41,653  41 Thou+

SBI, Krushi Branch, Jamner, Home Loan
3,19,135  3 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 21,68,334
21 Lacs+"
Loans due to Individual / Entity,"Shree Chhagan Syamrao
12,73,736  12 Lacs+

Ishwar Plus and Paper Mil, Jalgaon
10,00,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 22,73,736
22 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"44,42,070  44 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 44,42,070
44 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 44,42,070
44 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 44,42,070
44 Lacs+",
