0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,"BHIMSANKAR DHONDIRAM
3,00,000  3 Lacs+

SAVIKA BHIMASHANKAR
20,00,000  20 Lacs+

ARYA INDUSTRY
5,00,000  5 Lacs+

VIKRAM GAIKWAD
5,00,000  5 Lacs+

LAXMIKANT ISHWAR
5,00,000  5 Lacs+

RAJENDRA APPARAO
1,00,000  1 Lacs+

SHRADDAANAND VIJAYSINGH
4,90,000  4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 43,90,000
43 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"43,90,000  43 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 43,90,000
43 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),"43,90,000  43 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 43,90,000
43 Lacs+"
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 43,90,000
43 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 43,90,000
43 Lacs+",
