0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Dena Bank Varwade Crop Loan
7,59,000  7 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,59,000
7 Lacs+"
Loans due to Individual / Entity,Nil,"Jitendra singh Jaysing Raval
32,32,678  32 Lacs+

jaykumar J Raval
3,50,000  3 Lacs+

Nayankuvar J raval
13,00,000  13 Lacs+",Nil,Nil,Nil,Nil,"Rs 48,82,678
48 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"7,59,000  7 Lacs+","48,82,678  48 Lacs+",Nil,Nil,Nil,Nil,"Rs 56,41,678
56 Lacs+",
ii,Dues to departments dealing with government accommodation,"Ramtek Banglo Narayan Dabholkar road Malbar Hill ,Mumbai
0*(Value Not Given)",Nil,Nil,Nil,Nil,Nil,Rs 0
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,"30-09-2019 Telephone Bills
0*(Value Not Given)",Nil,Nil,Nil,Nil,Nil,Rs 0,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 7,59,000
7 Lacs+","Rs 48,82,678
48 Lacs+",Nil,Nil,Nil,Nil,"Rs 56,41,678
56 Lacs+",
