0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,"Anil Bhansali
10,00,000  10 Lacs+

Ishwar Shivdas Patel
1,09,00,000  1 Crore+

Ramesh Shivdas Patel
26,00,000  26 Lacs+

Sai Siddhi Associats
5,00,00,000  5 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 6,45,00,000
6 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"6,45,00,000  6 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 6,45,00,000
6 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Economic Year - 2014-2015, Income Tax Appel (CRT(A))- 4 Pune, Apple No. SCR No. 390/80=2017-2018
3,82,61,060  3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,82,61,060
3 Crore+"
Totals (Calculated as Sum of Values),"Rs 10,27,61,060
10 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 10,27,61,060
10 Crore+",
