0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Tirupati Urban A/c 215/2 JT Loan 70%
10,50,614  10 Lacs+","Tirupati Urban A/c 215/2 JT Loan 30%
10,50,614  10 Lacs+",Nil,Nil,Nil,Nil,"Rs 21,01,228
21 Lacs+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,"Security Deposits Against Rent
25,55,907  25 Lacs+

Relatives & Friends Unsecured Loan
87,43,427  87 Lacs+","Security Deposits Against Rent
2,55,907  2 Lacs+

Relatives & Friends Unsecured Loan
98,00,500  98 Lacs+

Others Against Exp
2,47,500  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,16,03,241
2 Crore+",
Grand Total of Liabilities (as per affidavit),"1,23,49,948  1 Crore+","1,13,54,521  1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,37,04,469
2 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 1,23,49,948
1 Crore+","Rs 1,13,54,521
1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,37,04,469
2 Crore+",
