0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Housing Loan With Bank Of Baroda
60,07,125  60 Lacs+

Car Loan With Bank Of Baroda
2,18,810  2 Lacs+","Housing Loan With Bank Of Baroda
73,77,125  73 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,36,03,060
1 Crore+"
Loans due to Individual / Entity,"Mr Sohil Sagar
24,43,792  24 Lacs+

Mrs Shobhana Sagar
65,000  65 Thou+

To Bhoomi Celestia Builders
4,85,000  4 Lacs+

Inventure Growth & Security Ltd
740  7 Hund+","Mr Sohil Sagar
20,000  20 Thou+

Mr Vaibhav Sagar
12,40,853  12 Lacs+

To Bhoomi Celestia Builders
72,60,000  72 Lacs+

nventure Growth & Security Ltd
1,832  1 Thou+

Shobhav Infraproject LLP
31,331  31 Thou+",Nil,Nil,Nil,Nil,"Rs 1,15,48,548
1 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"92,20,467  92 Lacs+","1,59,31,141  1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,51,51,608
2 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 92,20,467
92 Lacs+","Rs 1,59,31,141
1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,51,51,608
2 Crore+",
