0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"UCO Bank, Punjab Natinal Bank, L & T Finance, Union Bank of India, Indian Bank, Bank of Baroda Loan Against Property
1,40,31,61,734  140 Crore+","UCO Bank, Punjab National Bank, State Bank of India Loan Against Property
79,99,26,395  79 Crore+",Nil,Nil,Nil,Nil,"Rs 2,20,30,88,129
220 Crore+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,"60,06,75,757  60 Crore+","2,99,34,313  2 Crore+",Nil,Nil,Nil,Nil,"Rs 63,06,10,070
63 Crore+",
Grand Total of Liabilities (as per affidavit),"2,00,38,37,491  200 Crore+","82,98,60,708  82 Crore+",Nil,Nil,Nil,Nil,"Rs 2,83,36,98,199
283 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Income Tax Demand Rs 14967783/- Pedning before Commissioner of Income Tax(Appeals)
1,49,67,783  1 Crore+","Income Tax Demand Rs 1704348/- Pedning before Commissioner of Income Tax(Appeals)
17,04,348  17 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,66,72,131
1 Crore+"
Totals (Calculated as Sum of Values),"Rs 2,01,88,05,274
201 Crore+","Rs 83,15,65,056
83 Crore+",Nil,Nil,Nil,Nil,"Rs 2,85,03,70,330
285 Crore+",
