0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Mahegaon
7,05,000  7 Lacs+

Gautam Bank
31,72,997  31 Lacs+","Sharad Pavar Patsanstha
6,57,667  6 Lacs+",Nil,"Mahegaon
3,76,000  3 Lacs+","Sharad Pavar Patsanstha
10,59,877  10 Lacs+

Mahegaon
4,01,635  4 Lacs+

3,52,500  3 Lacs+","Sharad Pavar Patsanstha
17,08,344  17 Lacs+

Mahegaon
4,54,950  4 Lacs+","Rs 88,88,970
88 Lacs+"
Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"38,77,977  38 Lacs+","6,57,667  6 Lacs+",Nil,"3,76,000  3 Lacs+","18,14,012  18 Lacs+","21,63,294  21 Lacs+","Rs 88,88,950
88 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 38,77,997
38 Lacs+","Rs 6,57,667
6 Lacs+",Nil,"Rs 3,76,000
3 Lacs+","Rs 18,14,012
18 Lacs+","Rs 21,63,294
21 Lacs+","Rs 88,88,970
88 Lacs+",
