0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Jalgaon Janta Sahkari Bank Branch Aurangabad Home Loan
16,61,163  16 Lacs+

Indian Overseas Bank Branch Aurangabad Car Loan
8,22,795  8 Lacs+","Saraswat Co-Op Bank Branch MIT Hospital Aurangabad Home Loan
23,03,771  23 Lacs+",Nil,Nil,Nil,Nil,"Rs 47,87,729
47 Lacs+"
Loans due to Individual / Entity,"Davkar Ondubar Arun Hand Loan
95,400  95 Thou+","Dr. Rahul Vedprkash Patil Hand Loan
6,08,826  6 Lacs+

Sattavan Girijaram Kisan
75,000  75 Thou+",Nil,Nil,Nil,Nil,"Rs 7,79,226
7 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"25,79,358  25 Lacs+","29,87,597  29 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,66,955
55 Lacs+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 25,79,358
25 Lacs+","Rs 29,87,597
29 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,66,955
55 Lacs+",
