SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Bharate Jivan Mohanrao
5,00,000  5 Lacs+

Bharate Mohanrao Vamanrao
5,00,000  5 Lacs+

Bharate Shakarrao Sopanrao
5,00,000  5 Lacs+

Bharate Tukaram Ramling
5,00,000  5 Lacs+

Dhangle Bapurao Kishanrao
5,00,000  5 Lacs+

Dhengle Laxman Madhav
5,00,000  5 Lacs+

Shelke Vikas Baburao
5,00,000  5 Lacs+

Vaidh Vishvambhar Kishanrao
4,60,760  4 Lacs+",Nil,Nil,Nil,Nil,Nil, 3960760
ii,Any other Liability,Nil,Nil,"5,31,126  5 Lacs+",Nil,Nil,Nil, 531126
iii,Grand Total of Liabilities (as per affidavit),"75,55,15,886  75 Crore+",Nil,Nil,Nil,Nil,Nil, 755515886
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 75,49,84,760
75 Crore+",Nil,"Rs 5,31,126
5 Lacs+",Nil,Nil,Nil, 755515886
