SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Ajit Tukaram Mhatre
7,50,000  7 Lacs+

Ajit Tukaram Mhatre
2,00,000  2 Lacs+

Anil Gangaram Patil
2,50,000  2 Lacs+

Anil Posha Thakur
7,00,000  7 Lacs+

Ashok Prabhakar Kachrekar
2,00,000  2 Lacs+

Bhaskar Anant Khandalkar
4,00,000  4 Lacs+

Dhananjay Keni
2,50,000  2 Lacs+

Digambar Patil
3,00,000  3 Lacs+

Dilip Kashinath Mhatre
4,50,000  4 Lacs+

Gajanan Mali
3,00,000  3 Lacs+

Ganesh Shelke
4,00,000  4 Lacs+

Hemant Malav
5,50,000  5 Lacs+

Manohar Shivram Patil
3,50,000  3 Lacs+

Mohan Sadashiv Gharat
2,00,000  2 Lacs+

Prabhakar Dharma Patil
3,00,000  3 Lacs+

Prakash Ramchandra Shelke
3,00,000  3 Lacs+

Sandip Shankar Mhatre
2,50,000  2 Lacs+

Sunil Sudhil Patre
2,50,000  2 Lacs+

Vilas Haribhau Naik
4,00,000  4 Lacs+

Vishwanath Patil
4,00,000  4 Lacs+

Anil Patil
1,00,000  1 Lacs+

Dinesh Patil
5,40,000  5 Lacs+

Jagdish Patil
2,49,000  2 Lacs+

Laxmikrupa Poles
2,60,000  2 Lacs+

Mansi Dalvi
4,34,000  4 Lacs+

MK Patil
2,00,000  2 Lacs+

Prashant Prakash Patil
2,00,000  2 Lacs+

Ramchandran
26,00,000  26 Lacs+

Sushil Saikar
6,82,000  6 Lacs+

Yogesh Abhimanyu Patil
10,00,000  10 Lacs+

Abhiraj Dalvi
4,99,000  4 Lacs+

Prakash Madhukar Patil
3,00,000  3 Lacs+","Anand Pawar
2,00,000  2 Lacs+

Jayant Dhodre
4,00,000  4 Lacs+

Vasant Dalvi
1,00,000  1 Lacs+

Akash Kator
5,00,000  5 Lacs+

Anant Kator
5,00,000  5 Lacs+

Bama Thalkar
5,00,000  5 Lacs+

Dhananjay Koli
5,00,000  5 Lacs+

Gajendra Rajke
5,00,000  5 Lacs+

Ganesh Thalkar
5,00,000  5 Lacs+

Gorakhnath Dagde
5,00,000  5 Lacs+

Hareshwar Patil
5,00,000  5 Lacs+

Jaywant Patil
5,00,000  5 Lacs+

Jitendra Patil
5,00,000  5 Lacs+

Manohar Patil
10,00,000  10 Lacs+

Kesrinath Bhate
5,00,000  5 Lacs+

Mohan Bavre
5,00,000  5 Lacs+

Naresh Jhite
5,00,000  5 Lacs+

Prakash Gharat
5,00,000  5 Lacs+

Prasanna Kator
5,00,000  5 Lacs+

Prashant Gharat
5,00,000  5 Lacs+

Rajendra Koli
5,00,000  5 Lacs+

Rajendra Patil
5,00,000  5 Lacs+

Ravindra Sitaram Gharat
5,00,000  5 Lacs+

Sanjay Sable
5,00,000  5 Lacs+

Satish Gharat
5,00,000  5 Lacs+

Shivdas Koli
5,00,000  5 Lacs+

Somdev Pavshe
5,00,000  5 Lacs+

Sudhir Kavle
5,00,000  5 Lacs+

Suman Patil
5,00,000  5 Lacs+

Yogesh Gharat
5,00,000  5 Lacs+

Pramila Shelke
4,00,000  4 Lacs+

Ajay Salunkhe
2,50,000  2 Lacs+

Gajanan Bundke
2,05,000  2 Lacs+

Gajanan Patil
2,00,000  2 Lacs+

Prashant Thale
2,00,000  2 Lacs+

Jeet Transport Water Supply
22,70,000  22 Lacs+

Pritam Amle
2,00,000  2 Lacs+

Kushal Patil
1,20,000  1 Lacs+

Dhanesh Sankar
1,00,000  1 Lacs+",Nil,Nil,Nil,Nil, 32909000
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"1,72,64,000  1 Crore+","2,23,55,746  2 Crore+",Nil,Nil,Nil,Nil, 39619746
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","2,61,37,592  2 Crore+","16,08,25,055  16 Crore+",Nil,Nil,Nil,Nil, 186962647
xviii,Totals (Calculated as Sum of Values),"Rs 4,34,01,592
4 Crore+","Rs 18,26,80,801
18 Crore+",Nil,Nil,Nil,Nil, 226082393
