SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Bharat M Jain
71,58,389  71 Lacs+

Sonam Builders
17,68,128  17 Lacs+

SDC Properties Pvt Ltd.
56,76,250  56 Lacs+","Anita Anant Bhoir
51,88,866  51 Lacs+

Anuradha Sharma, Sunita Sharma
18,61,545  18 Lacs+

Dhaneshchand Sayanarayan Patwa
50,71,014  50 Lacs+

Dharmishta S Agarwal
5,24,000  5 Lacs+

Kishorilal H Sharma, Sushila K Sharma
25,83,014  25 Lacs+

Pepidevi Safaram Choudhary
2,55,869  2 Lacs+

Rakesh Ramchandra Bhosle
46,84,392  46 Lacs+

Shaktipada Belel
1,25,66,005  1 Crore+

Shyam Sunder Kishor Sharma
18,61,545  18 Lacs+

Madhu Agarwal
50,00,000  50 Lacs+

Manish Bagla
25,00,000  25 Lacs+

Manoj Bagla
25,00,000  25 Lacs+

Vidyavati Brijnarayan Patwa
41,00,000  41 Lacs+

B M jain HUF
7,42,190  7 Lacs+

Chandan jaiswal
4,00,000  4 Lacs+",Nil,Nil,Nil,Nil, 64441207
ii,Any other Liability,Nil,"Geeta Developers
2,61,837  2 Lacs+

SDC Properties Pvt. Ltd
56,76,250  56 Lacs+",Nil,Nil,Nil,Nil, 5938087
iii,Grand Total of Liabilities (as per affidavit),"1,46,02,767  1 Crore+","9,76,63,226  9 Crore+","8,10,728  8 Lacs+",Nil,Nil,Nil, 113076721
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 1,46,02,767
1 Crore+","Rs 9,76,63,226
9 Crore+","Rs 8,10,728
8 Lacs+",Nil,Nil,Nil, 113076721
