SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Manraj Finance
82,41,961  82 Lacs+

DH Shejul
25,32,000  25 Lacs+

Nafisabegum
5,00,000  5 Lacs+

Home Rent Mumbai
1,00,000  1 Lacs+

TDS Payable
93,000  93 Thou+","RS Pavar
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil, 12666961
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"1,42,46,819  1 Crore+","27,41,875  27 Lacs+",Nil,Nil,Nil,Nil, 16988694
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,"3,20,000  3 Lacs+

1,15,715  1 Lacs+

1,00,000  1 Lacs+",Nil,Nil,Nil,Nil,Nil, 535715
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),"5,35,715  5 Lacs+",0,Nil,Nil,Nil,Nil, 535715
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 1,47,82,534
1 Crore+","Rs 27,41,875
27 Lacs+",Nil,Nil,Nil,Nil, 17524409
