SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Atul Save HUF
5,75,000  5 Lacs+

Leelavati Save
36,09,184  36 Lacs+

Makarand Bhalchandra Save
11,01,680  11 Lacs+

Vikram Dhorde
1,83,510  1 Lacs+","Atul Moreshwar Save
4,69,789  4 Lacs+",Nil,"Atul Save
6,47,297  6 Lacs+","Atul Save
8,82,456  8 Lacs+

Anjali Save
6,20,526  6 Lacs+

Anjali Save
50,000  50 Thou+",Nil, 8139442
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"1,89,80,158  1 Crore+","4,69,789  4 Lacs+",Nil,"6,47,297  6 Lacs+","15,52,982  15 Lacs+",Nil, 21650226
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","F.Y 2010-11, Demand 2093610/-, Paid 1992980/-, Unpaid 100630/-, CIT Appeals Aurangabad Date of Filling 12.10.19, Appeal No 209/2018-19
1,00,630  1 Lacs+

F.Y 2013-14, Demand 5626660/-, Paid 5626660/-, Unpaid-0/-, ITAT Pune, Date of Filling 21.08.17, Appeal No 1984/Pune/2017
0  

F.Y 2013-14, Demand 3769247/-, Paid 754000/-, Unpaid 3015247/-, CIT Appeals Aurangabad Date of Filling 26.04.19, Appeal No-Not Available
30,15,247  30 Lacs+

F.Y 2014-15, Demand 1316117/-, Paid 1181440/-, Unpaid 134677/-, CIT Appelas Aurangabad Date of Filling 01.04.19, Appeal No-Not Available
1,34,677  1 Lacs+","F.Y 2010-11, Demand 3523960/-, Paid 1881312/-, Unpaid 1642648/-, CIT Appeals Aurangabad Date of Filling 07.09.19, Appeal 213/2018-19
16,42,648  16 Lacs+

F.Y 2014-15, Demand Rs 899130/-, Paid 899130/-, Unpaid-0, Appeal Pending With ITAT Pune, Date of Filling 31.07.19, Appeal No-Not Available
0",Nil,Nil,Nil,Nil, 4893202
xviii,Totals (Calculated as Sum of Values),"Rs 2,22,30,712
2 Crore+","Rs 21,12,437
21 Lacs+",Nil,"Rs 6,47,297
6 Lacs+","Rs 15,52,982
15 Lacs+",Nil, 26543428
