SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"May Criasion Vyankya And Company,Jalana Partnership Organazation 5 % part
30,32,670  30 Lacs+

Narendra Shankar Chilka
19,00,000  19 Lacs+

Jalna Siddhi Vinayak Stil pvt ltd
15,00,000  15 Lacs+",Nil,Nil,Nil,Nil,Nil, 6432670
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"64,32,670  64 Lacs+",Nil,Nil,Nil,Nil,Nil, 6432670
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Income tax office Pending Case
10,30,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil, 1030000
xviii,Totals (Calculated as Sum of Values),"Rs 74,62,670
74 Lacs+",Nil,Nil,Nil,Nil,Nil, 7462670
