SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Mr. Kailash Shettye
5,00,000  5 Lacs+

Mr. Manoja Sukhrani
5,00,000  5 Lacs+

Mr. mayuresh Awalegaonkar
5,00,000  5 Lacs+

Mr. Suradkar
50,000  50 Thou+

M/s. Omkar Realtors and Devlopers Pvt.Ltd
2,00,000  2 Lacs+

Mr. Rajesh Sukhrani
5,00,000  5 Lacs+

M/s. Siddhivinayak Construction Pvt. Ltd
11,00,000  11 Lacs+

M/s.Vijaykamal Properties
2,50,000  2 Lacs+

M/s. Vinayak Construction
2,00,000  2 Lacs+",Nil,Nil,Nil,Nil,Nil, 3800000
ii,Any other Liability,"M/s.Cold Spot Village At Wada, Maharashtra, Satara
75,000  75 Thou+

Mr. Vishwanath Jairam Dhum
1,00,000  1 Lacs+",Nil,Nil,Nil,Nil,Nil, 175000
iii,Grand Total of Liabilities (as per affidavit),"39,75,000  39 Lacs+",Nil,Nil,Nil,Nil,Nil, 3975000
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 39,75,000
39 Lacs+",Nil,Nil,Nil,Nil,Nil, 3975000
