SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Shubhada Co Op Hsg Society, 50% Share of 4967171
24,83,585  24 Lacs+","Shubhada Co Op Hsg Society, 50% Share of 4967171
24,83,585  24 Lacs+",Nil,Nil,Nil,Nil, 4967170
ii,Any other Liability,"Karnataka Bank 33, 50% Share of 5846000/-
29,23,000  29 Lacs+","Karnataka Bank 33, 50% Share of 5846000/-
29,23,000  29 Lacs+",Nil,Nil,Nil,Nil, 5846000
iii,Grand Total of Liabilities (as per affidavit),"71,39,510  71 Lacs+","71,39,510  71 Lacs+",Nil,Nil,Nil,Nil, 14279020
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 71,39,509
71 Lacs+","Rs 71,39,509
71 Lacs+",Nil,Nil,Nil,Nil, 14279018
