SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,Nil,"5,86,197  5 Lacs+",Nil,Nil,Nil,Nil, 586197
ii,Any other Liability,"Rajasaheb Wanies
10,00,000  10 Lacs+

Mr. Arjun Jagtap
15,48,064  15 Lacs+

Mrs. Suvarna Sachin Jagtap
4,25,000  4 Lacs+

Sachin jagtap
25,000  25 Thou+

Mrs. parvati Arun Jagtap
2,00,000  2 Lacs+

M/s. anita Wines
92,60,000  92 Lacs+

Taware Petroleum
15,00,000  15 Lacs+

Mr Kantaram B Govhane
13,00,000  13 Lacs+

Mr. Bhausaheb Gavhane
11,50,000  11 Lacs+",Nil,Nil,Nil,Nil,Nil, 16408064
iii,Grand Total of Liabilities (as per affidavit),"3,09,20,561  3 Crore+","29,82,194  29 Lacs+",Nil,Nil,Nil,Nil, 33902755
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 3,09,20,556
3 Crore+","Rs 29,82,194
29 Lacs+",Nil,Nil,Nil,Nil, 33902750
