SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"ABHIJEET ENTERPRISES
5,00,000  5 Lacs+

ARUN PAWAR
1,00,000  1 Lacs+

BRIJENDRA KILLAWALA
22,50,000  22 Lacs+

CYZACHEM PVT LTD
2,00,00,000  2 Crore+

GO LITE (GIYA BHAI)
20,00,000  20 Lacs+

MARATHE RAMCHANDRA
5,00,000  5 Lacs+

SHELKE SHANKARRAO BAJIRAO
47,91,116  47 Lacs+

SHELKE SUDHAKAR
81,79,086  81 Lacs+

GANGA ASSOCIATES
13,07,260  13 Lacs+

KHANDGE AND DHORE FAMILY
10,00,000  10 Lacs+

VASTU DEVELOPERS
24,00,000  24 Lacs+

SANTOSH SHELKE
3,00,000  3 Lacs+",Nil,Nil,Nil,Nil,Nil, 43327462
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"5,13,09,059  5 Crore+",Nil,Nil,Nil,Nil,Nil, 51309059
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 5,13,09,059
5 Crore+",Nil,Nil,Nil,Nil,Nil, 51309059
