SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Anil Bhansali
10,00,000  10 Lacs+

Ishwar Shivdas Patel
1,09,00,000  1 Crore+

Ramesh Shivdas Patel
26,00,000  26 Lacs+

Sai Siddhi Associats
5,00,00,000  5 Crore+",Nil,Nil,Nil,Nil,Nil, 64500000
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"6,45,00,000  6 Crore+",Nil,Nil,Nil,Nil,Nil, 64500000
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","Economic Year - 2014-2015, Income Tax Appel (CRT(A))- 4 Pune, Apple No. SCR No. 390/80=2017-2018
3,82,61,060  3 Crore+",Nil,Nil,Nil,Nil,Nil, 38261060
xviii,Totals (Calculated as Sum of Values),"Rs 10,27,61,060
10 Crore+",Nil,Nil,Nil,Nil,Nil, 102761060
