SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Lokmangal Agro Ind Ltd
1,91,38,350  1 Crore+

Lokmangal Infratrade Pvt Ltd
55,618  55 Thou+

Lokmangal Sugar Ethenol And Co Genetation
9,88,620  9 Lacs+

Dhananjay Walke
28,090  28 Thou+","Lokmangal Agro Ind
40,12,728  40 Lacs+

Shri Manish Deshmukh
2,61,000  2 Lacs+

Subhash Deshmukh
96,55,713  96 Lacs+","Subhash Deshmukh And Co. Solapur
8,63,09,068  8 Crore+

Shri Manish Subhash Deshmukh
58,31,571  58 Lacs+

Godown Rent
10,67,514  10 Lacs+",Nil,Nil,Nil, 127348272
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"4,40,64,672  4 Crore+","3,79,82,797  3 Crore+","9,32,08,153  9 Crore+",Nil,Nil,Nil, 175255622
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","MA. Commissioner, Solapur, Solapur Municipal Corporation
1,01,81,693  1 Crore+",Nil,Nil,Nil,Nil,Nil, 10181693
xviii,Totals (Calculated as Sum of Values),"Rs 5,42,46,365
5 Crore+","Rs 3,79,82,797
3 Crore+","Rs 9,32,08,153
9 Crore+",Nil,Nil,Nil, 185437315
