SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Diliprao Shankarrao Bankar HUF
90,34,985  90 Lacs+","Alka Ashokrao Bankar
31,83,827  31 Lacs+

Kamal Vilasrao Bankar
21,16,889  21 Lacs+

Vishal Ashokrao Bankar
2,24,850  2 Lacs+","Alka Ashokrao Bank
42,03,329  42 Lacs+

Vilasrao Bankar
15,34,138  15 Lacs+

Mahesh Vilasrao Bankar
13,84,000  13 Lacs+

Mandakini Bankar
23,30,000  23 Lacs+

Rahul Bankar
12,50,527  12 Lacs+

Vishal Bankar
16,68,862  16 Lacs+","Diliprao Bankar
5,00,000  5 Lacs+

Mandakini Bankar
5,95,597  5 Lacs+

Vishal Bankar
13,00,350  13 Lacs+","Diliprao Bankar HUF
72,17,000  72 Lacs+

Diliprao Bankar
5,00,000  5 Lacs+

Mandakini Bankar
17,00,000  17 Lacs+

Rahul Bankar
8,25,000  8 Lacs+",Nil, 39569354
ii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Grand Total of Liabilities (as per affidavit),"90,34,985  90 Lacs+","55,25,566  55 Lacs+","1,23,70,856  1 Crore+","48,95,947  48 Lacs+","1,02,42,000  1 Crore+",Nil, 42069354
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,"3,86,791  3 Lacs+",Nil,"2,54,220  2 Lacs+",Nil,Nil,Nil, 641011
xvi,Grand Total of all Govt Dues (as per affidavit),"3,86,791  3 Lacs+",Nil,"2,54,220  2 Lacs+",Nil,Nil,Nil, 641011
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 94,21,776
94 Lacs+","Rs 55,25,566
55 Lacs+","Rs 1,26,25,076
1 Crore+","Rs 48,95,947
48 Lacs+","Rs 1,02,42,000
1 Crore+",Nil, 42710365
