SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans due to Individual / Entity,"Akshay Mundada
15,43,690  15 Lacs+

Tilottama Lokhande
1,00,000  1 Lacs+","Skylark Builders
20,00,000  20 Lacs+

Sushila Kamble
92,000  92 Thou+

Sidram Kamble
37,05,000  37 Lacs+

Keshav Maheshwari
5,00,000  5 Lacs+

Jay Enterprises
2,00,000  2 Lacs+",Nil,Nil,Nil,Nil, 8140690
ii,Any other Liability,Nil,"Business Vimal Agro
28,00,470  28 Lacs+

Business Akshay Services
5,80,000  5 Lacs+",Nil,Nil,Nil,Nil, 3380470
iii,Grand Total of Liabilities (as per affidavit),"16,43,690  16 Lacs+","5,03,05,066  5 Crore+",Nil,Nil,Nil,Nil, 51948756
iv,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,Totals (Calculated as Sum of Values),"Rs 16,43,690
16 Lacs+","Rs 5,03,05,065
5 Crore+",Nil,Nil,Nil,Nil, 51948755
