SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Cash,"50,000  50 Thou+","6,300  6 Thou+",Nil,Nil,Nil,Nil, 56300
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,0
"(b)
LIC or other insurance Policies","LIC
67,343  67 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 67,343
67 Thou+",0
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,"Motor Vehicles (details of make, etc.)","Hero Honda MH-30-U-5020 2006
48,000  48 Thou+",Nil,Nil,Nil,Nil,Nil, 48000
vii,Jewellery (give details weight value),"6 GM GOLD
22,800  22 Thou+","72 GM GOLD
2,43,200  2 Lacs+",Nil,Nil,Nil,Nil, 266000
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,0
x,Gross Total Value (as per Affidavit),"1,20,800  1 Lacs+","2,49,500  2 Lacs+",Nil,Nil,Nil,Nil, 370300
xi,Totals (Calculated as Sum of Values),"Rs 1,88,143
1 Lacs+","Rs 2,49,500
2 Lacs+",Nil,Nil,Nil,Nil, 437643
