SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Cash,"4,09,659  4 Lacs+","1,05,375  1 Lacs+",Nil,Nil,Nil,Nil, 515034
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","FDR
25,00,000  25 Lacs+

Dena Bank, Malegaon branch
19,000  19 Thou+

Dena Bank, Malegaon branch
15,800  15 Thou+

Dena Bank, Malegaon branch
6,399  6 Thou+

SBI, Malegaon branch
2,333  2 Thou+",Nil,Nil,Nil,Nil,Nil, 2543532
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,0
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,"Motor Vehicles (details of make, etc.)","Motor Cycle Honda Shine year 2012
58,000  58 Thou+",Nil,Nil,Nil,Nil,Nil, 58000
vii,Jewellery (give details weight value),Nil,"55 gm. Gold
0*(Value Not Given)",Nil,Nil,Nil,Nil, 0
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,0
x,Gross Total Value (as per Affidavit),0,0,Nil,Nil,Nil,Nil, 0
xi,Totals (Calculated as Sum of Values),"Rs 30,11,191
30 Lacs+","Rs 1,05,375
1 Lacs+",Nil,Nil,Nil,Nil, 3116566
