SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Cash,"3,03,730  3 Lacs+","7,89,700  7 Lacs+",Nil,Nil,Nil,Nil, 1093430
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","32,38,593  32 Lacs+","8,88,598  8 Lacs+",Nil,Nil,Nil,Nil, 4127191
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,0
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Personal loans/advance given,"9,46,34,960  9 Crore+","3,68,04,839  3 Crore+",Nil,Nil,Nil,Nil, 131439799
vi,"Motor Vehicles (details of make, etc.)",Nil,"43,13,675  43 Lacs+",Nil,Nil,Nil,Nil, 4313675
vii,Jewellery (give details weight value),Nil,"1,37,101  1 Lacs+",Nil,Nil,Nil,Nil, 137101
viii,"Other assets, such as values of claims / interests","1,57,91,05,615  157 Crore+","1,35,90,157  1 Crore+",Nil,Nil,Nil,Nil, 1592695772
x,Gross Total Value (as per Affidavit),"1,67,72,82,898  167 Crore+","2,33,24,070  2 Crore+",Nil,Nil,Nil,Nil, 1700606968
xi,Totals (Calculated as Sum of Values),"Rs 1,67,72,82,898
167 Crore+","Rs 5,65,24,070
5 Crore+",Nil,Nil,Nil,Nil, 1733806968
