SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,"Dwarkadas Mantri Bank Term Loan
2,10,40,000  2 Crore+",Nil,Nil,Nil,Nil,Nil, 21040000
ii,Loans due to Individual / Entity,"UU Shinde
20,00,000  20 Lacs+

AY Romang
29,51,000  29 Lacs+

BS Kshirsagar HUF
6,10,000  6 Lacs+

JS Kshirsagar HUF
13,15,000  13 Lacs+","RR Kshirsagar
6,00,000  6 Lacs+

RS Kshirsagar
6,00,000  6 Lacs+

Shinde
4,85,000  4 Lacs+",Nil,Nil,Nil,Nil, 8561000
iii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Grand Total of Liabilities (as per affidavit),"2,79,16,000  2 Crore+","16,85,000  16 Lacs+",Nil,Nil,Nil,Nil, 29601000
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xix,Totals (Calculated as Sum of Values),"Rs 2,79,16,000
2 Crore+","Rs 16,85,000
16 Lacs+",Nil,Nil,Nil,Nil, 29601000
