SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,Nil,"Janseva Sahakari Bank
58,94,666  58 Lacs+

Janseva Sahakari Bank
28,44,233  28 Lacs+

HDFC Bank
18,90,567  18 Lacs+

HDFC
4,33,784  4 Lacs+

HDFC
9,44,120  9 Lacs+

Central Bank Of India
34,04,496  34 Lacs+",Nil,Nil,Nil,Nil, 15411866
ii,Loans due to Individual / Entity,"Harinarayan Laxmi Singh
25,00,000  25 Lacs+

Suresh P Sharma
2,00,000  2 Lacs+

JP & Group
41,271  41 Thou+","Charkop Petroleum
15,00,000  15 Lacs+

Hiralal Bhinder Pal
15,00,000  15 Lacs+

Natasha Umesh Jhamnani
15,00,000  15 Lacs+

Rajesh Singh
4,00,000  4 Lacs+

Sahakar Global Ltd
25,00,000  25 Lacs+

Vinod Kumar
10,00,000  10 Lacs+

Gangaram Jhamnani
24,00,000  24 Lacs+

Masterji & Co.
10,00,000  10 Lacs+

Solar Construction
25,00,000  25 Lacs+

Suresh Sharma
25,00,000  25 Lacs+

Vidya Thakur
67,36,581  67 Lacs+

Vinayak Construction
24,00,000  24 Lacs+

Vinod Kumar
3,00,000  3 Lacs+",Nil,Nil,Nil,Nil, 28977852
iii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Grand Total of Liabilities (as per affidavit),"27,41,271  27 Lacs+","4,16,48,446  4 Crore+",Nil,Nil,Nil,Nil, 44389717
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xix,Totals (Calculated as Sum of Values),"Rs 27,41,271
27 Lacs+","Rs 4,16,48,447
4 Crore+",Nil,Nil,Nil,Nil, 44389718
