SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,"Unsecured Loan Kesrimal Pannalal Patni
74,84,015  74 Lacs+","kesrimal Pannalal Patni
1,53,39,697  1 Crore+

Vijaya laxmi Narendran
30,00,000  30 Lacs+

Rajashri Jain
45,25,000  45 Lacs+

Anil R Agrawal
5,00,000  5 Lacs+

Lata A Agrawal
5,00,000  5 Lacs+

Shripal G Bilala
12,00,000  12 Lacs+

Preeti V Patni
1,34,668  1 Lacs+",Nil,"Kesrima 1 Pannala 1 Patni
87,59,898  87 Lacs+

Rajendra S Patil
36,68,730  36 Lacs+

Preeti V Patni
1,34,666  1 Lacs+",Nil,Nil, 45246674
ii,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,0
iii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Grand Total of Liabilities (as per affidavit),"74,84,015  74 Lacs+","2,51,99,365  2 Crore+",Nil,"1,25,63,294  1 Crore+",Nil,Nil, 45246674
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xix,Totals (Calculated as Sum of Values),"Rs 74,84,015
74 Lacs+","Rs 2,51,99,365
2 Crore+",Nil,"Rs 1,25,63,294
1 Crore+",Nil,Nil, 45246674
