SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,0
ii,Loans due to Individual / Entity,"Bagdiya Infrastructure
75,74,560  75 Lacs+

Manisha Tope
97,94,454  97 Lacs+

Pannalal Bagdiya
28,97,600  28 Lacs+

Rajesh Tope
33,77,043  33 Lacs+

Rajmata Traders
10,00,000  10 Lacs+

Shardatai Tope
4,43,25,606  4 Crore+

Udaji International
1,50,00,000  1 Crore+

Vijay Kunje
75,00,000  75 Lacs+

Tanvi Construction
20,00,000  20 Lacs+","Pannalal Bagdiya
83,12,467  83 Lacs+

Rajesh Tope
3,77,000  3 Lacs+

Shardatai Tope
38,46,005  38 Lacs+

Tanvi Construction
25,00,000  25 Lacs+

Mahendra Tyres
29,30,927  29 Lacs+

Navkar Jewellers
12,66,666  12 Lacs+

Nitin Kadam
1,00,00,000  1 Crore+

Rajat Enterprises
83,96,943  83 Lacs+

Rajesh Nahar
52,04,879  52 Lacs+

Vikramrao Padval
58,17,000  58 Lacs+

Rajuri Steel Pvt Ltd
7,97,896  7 Lacs+",Nil,Nil,Nil,Nil, 142919046
iii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Grand Total of Liabilities (as per affidavit),"9,35,24,263  9 Crore+","4,99,49,783  4 Crore+",Nil,Nil,Nil,Nil, 143474046
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,"62,572  62 Thou+",Nil,Nil,Nil,Nil, 62572
xix,Totals (Calculated as Sum of Values),"Rs 9,34,69,263
9 Crore+","Rs 4,95,12,355
4 Crore+",Nil,Nil,Nil,Nil, 142981618
