SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,"CKP BANK HSG LOAN
46,70,385  46 Lacs+","CKP BANK HSG LOAN
46,70,385  46 Lacs+",Nil,Nil,Nil,Nil, 9340770
ii,Loans due to Individual / Entity,"Balkrushna G Bhoir
3,72,000  3 Lacs+

Bipin Kamdar
5,00,000  5 Lacs+

Jayesh Shah
10,50,000  10 Lacs+

jyoti Shah
7,50,000  7 Lacs+

komal B Bhoir
9,65,000  9 Lacs+

Sunanda B BHoir
8,02,000  8 Lacs+",Nil,Nil,Nil,Nil,Nil, 4439000
iii,Any other Liability,"Babli Dattatray Chavan
25,89,838  25 Lacs+

Kawaldeep Thind
31,00,000  31 Lacs+

Suhasi Chavan
35,00,000  35 Lacs+

M/s honey Inter P Ltd
25,00,000  25 Lacs+

M/s Kas Enterprises
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil,Nil, 12889838
iv,Grand Total of Liabilities (as per affidavit),"2,19,99,223  2 Crore+","46,70,385  46 Lacs+",Nil,Nil,Nil,Nil, 26669608
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xix,Totals (Calculated as Sum of Values),"Rs 2,19,99,223
2 Crore+","Rs 46,70,385
46 Lacs+",Nil,Nil,Nil,Nil, 26669608
