SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Loans from Banks / FIs,"HDFC Ltd Home Loan
4,51,68,014  4 Crore+

Edelweiss Finvest Pvt Ltd Loan Against Shares
31,81,294  31 Lacs+

Wardhman Urban Co Operative Bank Ltd Solar Loan
1,38,15,389  1 Crore+

HDFC Ltd Hostel Loan
2,45,51,447  2 Crore+

PNB Hostel Loan
3,29,50,035  3 Crore+","PNB Home Loan
72,08,326  72 Lacs+",Nil,Nil,Nil,Nil, 126874505
ii,Loans due to Individual / Entity,"Meghe Heights
40,41,49,956  40 Crore+

Sai Poultry Farm
2,99,965  2 Lacs+

Aryan Devcon Pvt Ltd
76,462  76 Thou+

ACC Ltd
15,200  15 Thou+

Agni Infrastructure & Shelters Pvt Ltd
8,21,331  8 Lacs+

Utkarsha Enterprises
1,00,000  1 Lacs+

Abhishek Infrastructure
10,000  10 Thou+

Security Deposit Contractor
10,16,752  10 Lacs+

Secority Deposit Against Rent Duplex Dioro
10,00,000  10 Lacs+

Rent Deposit TUCB
20,070  20 Thou+

School Of Scholars Pre Primary Dhamangaon Net
3,01,43,483  3 Crore+","Sai Poultry Farm Current Capital
2,99,964  2 Lacs+

Mehge Heights Current Capital
7,16,09,159  7 Crore+

Shri Gajanan Construction
11,669  11 Thou+

Express Home Gallery
19,819  19 Thou+

Shabir Abbas Ali
16,341  16 Thou+

Agni Infrastructure
17,79,678  17 Lacs+

Surabhi Dabharde
1,00,100  1 Lacs+

Vijay Bhagwan Paunikar
5,51,000  5 Lacs+",Nil,Nil,Nil,Nil, 512040949
iii,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Grand Total of Liabilities (as per affidavit),"55,73,19,398  55 Crore+","8,15,96,056  8 Crore+",Nil,Nil,Nil,Nil, 638915454
v,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,0
viii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,0
ix,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,0
x,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xi,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xiv,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xv,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvi,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,0
xvii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,0
xviii,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,0
xix,Totals (Calculated as Sum of Values),"Rs 55,73,19,398
55 Crore+","Rs 8,15,96,056
8 Crore+",Nil,Nil,Nil,Nil, 638915454
