0,1,2,3,4,5,6,7,8
i,Cash,"21,00,000  21 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 21,00,000
21 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies",Nil,Nil,Nil,Nil,"1,00,000  1 Lacs+",Nil,"Rs 1,00,000
1 Lacs+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","Honda Citycar MH26 V9494
9,00,000  9 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 9,00,000
9 Lacs+"
vii,Jewellery (give details weight value),"25 Tola Gold
9,55,625  9 Lacs+","25 Tola Gold
9,55,625  9 Lacs+",Nil,Nil,Nil,Nil,"Rs 19,11,250
19 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"39,55,625  39 Lacs+","9,55,625  9 Lacs+",Nil,Nil,Nil,Nil,"Rs 49,11,250
49 Lacs+",
Totals (Calculated as Sum of Values),"Rs 39,55,625
39 Lacs+","Rs 9,55,625
9 Lacs+",Nil,Nil,"Rs 1,00,000
1 Lacs+",Nil,"Rs 50,11,250
50 Lacs+",
