0,1,2,3,4,5,6,7,8
i,Cash,"50,000  50 Thou+","6,300  6 Thou+",Nil,Nil,Nil,Nil,"Rs 56,300
56 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC
67,343  67 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 67,343
67 Thou+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","Hero Honda MH-30-U-5020 2006
48,000  48 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 48,000
48 Thou+"
vii,Jewellery (give details weight value),"6 GM GOLD
22,800  22 Thou+","72 GM GOLD
2,43,200  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,66,000
2 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,20,800  1 Lacs+","2,49,500  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,70,300
3 Lacs+",
Totals (Calculated as Sum of Values),"Rs 1,88,143
1 Lacs+","Rs 2,49,500
2 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,37,643
4 Lacs+",
