0,1,2,3,4,5,6,7,8
i,Cash,"66,484  66 Thou+","5,089  5 Thou+",Nil,Nil,Nil,Nil,"Rs 71,573
71 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","44,53,241  44 Lacs+","63,90,518  63 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,08,43,759
1 Crore+"
iii,"Bonds, Debentures and Shares in companies","44,53,241  44 Lacs+","63,90,518  63 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,08,43,759
1 Crore+"
iv,"(a)
NSS, Postal Savings etc","11,36,884  11 Lacs+","7,13,008  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,49,892
18 Lacs+"
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,"2,55,644  2 Lacs+","76,77,449  76 Lacs+",Nil,Nil,Nil,Nil,"Rs 79,33,093
79 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","18,73,039  18 Lacs+","26,08,406  26 Lacs+",Nil,Nil,Nil,Nil,"Rs 44,81,445
44 Lacs+"
vii,Jewellery (give details weight value),"30,000  30 Thou+","26,76,012  26 Lacs+",Nil,Nil,Nil,Nil,"Rs 27,06,012
27 Lacs+"
viii,"Other assets, such as values of claims / interests","6,60,000  6 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 6,60,000
6 Lacs+"
Gross Total Value (as per Affidavit),"84,75,501  84 Lacs+","1,77,68,519  1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,62,44,020
2 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,29,28,533
1 Crore+","Rs 2,64,61,000
2 Crore+",Nil,Nil,Nil,Nil,"Rs 3,93,89,533
3 Crore+",
