0,1,2,3,4,5,6,7,8
i,Cash,"14,99,270  14 Lacs+","90,000  90 Thou+",Nil,Nil,Nil,Nil,"Rs 15,89,270
15 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI
19,998  19 Thou+

ICICI Bank
10.26  

Axis Bank
30,593.03  30 Thou+

IDBI Bank
76,397.36  76 Thou+

Mahanagar Co-Op.Bank
24,730  24 Thou+

NDCC Bank
5,125.20  5 Thou+

NDCC Bank
4,406  4 Thou+

Saraswat Co-Op Bank
5,633.20  5 Thou+

Yes Bank
2,41,246  2 Lacs+","NDCC Bank
4,297.50  4 Thou+

ICICI Bank
26,122  26 Thou+

Nashik District Mahila Co-Op Bank
500  5 Hund+",Nil,"Uttamrao Dhikale Co-Op Bank
50,000  50 Thou+",Nil,Nil,"Rs 4,89,058.55
4 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Saraswat Co-Op Bank Ltd
25,000  25 Thou+

Uttamrao Dhikale Gramin Non Agricultural bank Shares
25,500  25 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 50,500
50 Thou+"
iv,"(a)
NSS, Postal Savings etc","PPF
50,000  50 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 50,000
50 Thou+"
"(b)
LIC or other insurance Policies","LIC
1,14,360  1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,14,360
1 Lacs+",
v,Personal loans/advance given,"Atul bajare
30,000  30 Thou+

Anil Lokhande
25,000  25 Thou+

Keshav Pawar
75,000  75 Thou+

Pramod Patil
30,000  30 Thou+

Sur Restroant
6,06,102  6 Lacs+

Iftech India Pvt Ltd
33,144  33 Thou+

Shradha Motors
49,60,000  49 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 57,59,246
57 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","Toyato Enova
26,19,996  26 Lacs+

Toyato Enova
10,54,446  10 Lacs+

Toyato Fortuner
25,66,110  25 Lacs+

Bajaj Platina
45,000  45 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 62,85,552
62 Lacs+"
vii,Jewellery (give details weight value),"Gold : 100 Gram
3,80,000  3 Lacs+","Gold -200 gram
7,60,000  7 Lacs+",Nil,"Gold -50 Gram
1,90,000  1 Lacs+",Nil,Nil,"Rs 13,30,000
13 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,45,46,268.05  1 Crore+","8,80,919.50  8 Lacs+",Nil,"2,40,000  2 Lacs+",Nil,Nil,"Rs 1,56,67,187.55
1 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,45,47,067.05
1 Crore+","Rs 8,80,919.50
8 Lacs+",Nil,"Rs 2,40,000
2 Lacs+",Nil,Nil,"Rs 1,56,67,986.55
1 Crore+",
