0,1,2,3,4,5,6,7,8
i,Cash,"2,76,810  2 Lacs+","80,510  80 Thou+",Nil,550  5 Hund+,Nil,Nil,"Rs 3,57,870
3 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Priydarshani Co Operative Pathsanstha, Br. Nandura Fixed Deposit
42,000  42 Thou+

Nadura Urban Co Operative Bank Ltd., Fixed Deposit
14,622  14 Thou+

Priydarshani Co Operative Pathsanstha, Br. Nandura Security Deposit
60,656  60 Thou+

Bank of Maharashtra, Nandura Br.,
7,821  7 Thou+

Central Bank of India, Nandura, Saving
2,435  2 Thou+

State Bank of India, Nandura Br., Saving
9,054  9 Thou+

The Nandura Urban Co Oprative Bank, Nandura., SAving
5,192  5 Thou+

ICICI Bank, Khamgaon, Current A/c
6,772  6 Thou+

Khamgaon Co Operative Bank, Khamgaon Br., Saving
16,594  16 Thou+

Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br., Saving
528  5 Hund+

The Nandura Urban Co Oprative Bank, Nandura., Saving
16,285  16 Thou+","Central Bank of India, Nandura, Saving
7,736  7 Thou+

Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br., Saving
800  8 Hund+",Nil,"SBI, Nandura, Saving
500  5 Hund+

HDFC Bank, Nandura Br.
6,738  6 Thou+

Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br., Saving
500  5 Hund+","Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br., Saving
3,600  3 Thou+",Nil,"Rs 2,01,833
2 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br.,
8,100  8 Thou+

Khamgaon Urban Co Oprative Bank, Nandura
30,000  30 Thou+

The Nandura Urban Co Oprative Bank, Nandura
64,700  64 Thou+","Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br.,
1,200  1 Thou+",Nil,"Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br.,
1,000  1 Thou+","Priyadarshani Nagrik Sah. Pathsanstha, Nandura Br.
1,000  1 Thou+",Nil,"Rs 1,06,000
1 Lacs+"
iv,"(a)
NSS, Postal Savings etc","Postal Saving, Saving A/C No 8xxxxx
200  2 Hund+","Postal Saving A/C No 23224xxxxx
9,572  9 Thou+",Nil,Nil,Nil,Nil,"Rs 9,772
9 Thou+"
"(b)
LIC or other insurance Policies","Insurance No. 823703049
2,00,000  2 Lacs+

Insurance No. 820738013
11,03,184  11 Lacs+

Insurance No. 822874127
1,55,064  1 Lacs+

Insurance No. 104N080V01
40,000  40 Thou+","Insurance No. 910892969
9,500  9 Thou+",Nil,Nil,Nil,Nil,"Rs 15,07,748
15 Lacs+",
v,Personal loans/advance given,"Krushiutpanna Bazar Samithi, Nandura, Shop Rent
4,20,000  4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,20,000
4 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","Tata Zest Car MH 28 AN 135
7,50,000  7 Lacs+

Farmtrack Tracker MH 28 D 2665 Trolly No. MH 28 E 2375 Model - 2001
3,40,000  3 Lacs+

Ashok Lyland Tipper MH 28 AB 7632 Model - 2015
14,88,000  14 Lacs+

Honda Activa MH 28 AU 0918 Year - 2016
65,000  65 Thou+

Honda Activa MH AH 9990 Model - 2014
55,000  55 Thou+

Honda Activa MH 28 W 2196 Model - 2005
50,000  50 Thou+

Hero Honda Passion MH 28 Y 819 Model - 2009
65,000  65 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 28,13,000
28 Lacs+"
vii,Jewellery (give details weight value),Nil,"258 gram Gold
9,33,300  9 Lacs+",Nil,Nil,Nil,Nil,"Rs 9,33,300
9 Lacs+"
viii,"Other assets, such as values of claims / interests","Gayatri Stone Crasher, Partnership with Credit Society Asset
1,38,294  1 Lacs+

Durga Stone Crasher, Partnership with Credit Society Asset
8,91,526  8 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 10,29,820
10 Lacs+"
Gross Total Value (as per Affidavit),"63,47,837  63 Lacs+","10,42,618  10 Lacs+",Nil,"9,288  9 Thou+","4,600  4 Thou+",Nil,"Rs 74,04,343
74 Lacs+",
Totals (Calculated as Sum of Values),"Rs 63,22,837
63 Lacs+","Rs 10,42,618
10 Lacs+",Nil,"Rs 9,288
9 Thou+","Rs 4,600
4 Thou+",Nil,"Rs 73,79,343
73 Lacs+",
