0,1,2,3,4,5,6,7,8
i,Cash,"33,65,285  33 Lacs+","6,08,703  6 Lacs+",Nil,Nil,Nil,Nil,"Rs 39,73,988
39 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Axis Bank
2,88,895  2 Lacs+

BOI
68,854  68 Thou+

BOI
51,726  51 Thou+

Buldhana Co Op Bank
525  5 Hund+

Citi Bank
11,00,000  11 Lacs+

DCB Bank
13,391  13 Thou+

DCB Bank
5,879  5 Thou+

HDFC
11,108  11 Thou+

ICICI Bank
6,697  6 Thou+

ICICI Bank
1,083  1 Thou+

IDBI
53  

IDBI
919  9 Hund+

India Overseas Bank
1,33,798  1 Lacs+

Kotak Mahindra Bank
30,45,281  30 Lacs+

Kotak Mahindra Bank
3,261  3 Thou+

NDCC Bank
1,778  1 Thou+

SBI
5,846  5 Thou+

The Vishveshwar Saha Bank
1,38,759  1 Lacs+

Union Bank Of India
31,636  31 Thou+

BOI
21,01,000  21 Lacs+

SBH
1,00,000  1 Lacs+

The Vishveshwar Saha Bank ltd
10,000  10 Thou+

Marvel Society
10,000  10 Thou+","DCB Bank
16,651  16 Thou+

Kotak Mahindra Bank
5,21,791  5 Lacs+

Cosmos Co Op Bank Ltd
33,618  33 Thou+

BMC Bank
2,874  2 Thou+

Maharashtra Gramin Bank
2,19,537  2 Lacs+

BOI
21,01,000  21 Lacs+",Nil,"Axis Bank
64,112  64 Thou+

Kotak Mahindra Bank
4,80,752  4 Lacs+","Axis Bank
64,112  64 Thou+

Kotak Mahindra Bank
1,803  1 Thou+",Nil,"Rs 1,06,36,739
1 Crore+"
iii,"Bonds, Debentures and Shares in companies","Aurangabad Holiday Resorts
4,70,000  4 Lacs+

Baburao Chavan Sugar Factory
5,000  5 Thou+

Bhagyalaxmi Mishra Fertilizers Pvt Ltd
3,00,000  3 Lacs+

BMC Bank
300  3 Hund+

BMC Bank
27,220  27 Thou+

Hotel Deogiri Pvt Ltd
10  

Hotel Loksangam & Resorts Pvt Ltd
3,01,200  3 Lacs+

Kartik Agrochem Pvt Ltd
8,50,000  8 Lacs+

Nanded Warehousing Pvt Ltd
90,000  90 Thou+

Retreat Investments & Developers Pvt Ltd
9,00,000  9 Lacs+

Sanman Electronics
14,95,000  14 Lacs+

Shiva Global Industries
3,01,800  3 Lacs+

Textile Corporation Of Marathwada
2,36,20,000  2 Crore+

Vaidyanath Plast
17,00,000  17 Lacs+

Venkateshwara Agro Sugar
2,50,000  2 Lacs+

Abrimanshri Developers
37,500  37 Thou+

Narayan Elecreoe
1,33,300  1 Lacs+

Sangli Urban Co Op Bank Ltd
50,000  50 Thou+

Vishweshwar Sahakar Bank
5,00,000  5 Lacs+

Reliance Mutual Fund
2,10,100  2 Lacs+

Tata Gold Mutual Fund
15,14,530  15 Lacs+","Aurangabad Holiday Resorts
4,94,000  4 Lacs+

Hotel Deogiri Pvt Ltd
10  

Hotel Loksangam & Resorts Pvt Ltd
1,51,000  1 Lacs+

Shiva Global Industries
3,12,500  3 Lacs+

Textile Corporation Of Marathwada
4,60,000  4 Lacs+

Cosmos Co Op Bank
6,60,000  6 Lacs+

SLP Urban Bidhi
1,00,000  1 Lacs+

Vishweshwar Sahakar Bank
5,00,000  5 Lacs+

Tata Gold Mutual Fund
3,67,500  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,58,00,970
3 Crore+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","HDFC
10,50,000  10 Lacs+

LIC
15,77,024  15 Lacs+

LIC
1,56,588  1 Lacs+","LIC
7,48,506  7 Lacs+

LIC
1,79,572  1 Lacs+

LIC
7,01,392  7 Lacs+",Nil,Nil,"LIC
1,27,000  1 Lacs+

LIC
1,99,546  1 Lacs+

LIC
1,97,346  1 Lacs+",Nil,"Rs 49,36,974
49 Lacs+",
v,Personal loans/advance given,"Amar Dhanjay Patil
4,40,00,000  4 Crore+

Anant Gopal Khasbardar
10,00,000  10 Lacs+

Anil Keshvrao Bomnale
10,00,000  10 Lacs+

Anusayabai Bendrikar
10,00,000  10 Lacs+

Badrinarayan Girdharilal
72,79,410  72 Lacs+

Balwani Pawar
10,00,000  10 Lacs+

Deepak Nagawade
25,000  25 Thou+

Mahesh Vaijanathrao Akat
75,00,000  75 Lacs+

Manohar Kishrao Bendrikar
10,00,000  10 Lacs+

Mundada Govindprasad
1,02,500  1 Lacs+

Neha Ganesh Deshmukh
1,99,80,000  1 Crore+

Nilesh Suresh Gurule
1,00,00,000  1 Crore+

Nilkantha Keshvrao
10,00,000  10 Lacs+

Nitin Chandrakant Chavan
1,85,00,000  1 Crore+

Paresh pawar
2,51,400  2 Lacs+

Rajendraprasad Modi
2,00,00,000  2 Crore+

Ratnamala Chavan
11,00,000  11 Lacs+

Baliram
10,00,000  10 Lacs+

Sarang Harishchandra Dake
10,00,000  10 Lacs+

Swapnil Satyanarayan
15,000  15 Thou+

Tanaji D Shinde
1,00,00,000  1 Crore+

Umesh Bendrikar
10,00,000  10 Lacs+

V D Naresh
9,00,000  9 Lacs+

Abhimanshree Land Developers
1,30,61,386  1 Crore+

Aquadry Excipients Pvt Ltd
1,00,00,000  1 Crore+

Hotel Sai Complex
31,350  31 Thou+

Kai Venkatrao Patil
25,00,000  25 Lacs+

Lokmanwar & Co
15,00,000  15 Lacs+

Loksangam Hotel & Resorts
1,60,768  1 Lacs+

Maharudra Consultancy & Associate
10,00,000  10 Lacs+

Narayan Electrodes P Ltd
76,300  76 Thou+

Nirmiti Advertising
71,00,000  71 Lacs+

Oxford Property P Ltd
1,31,48,352  1 Crore+

Pangeshwar Sugar Mills Ltd
10,00,000  10 Lacs+

Raffles Square Department
37,50,000  37 Lacs+

Kumar Traders
10,00,000  10 Lacs+

Retreat Investment P Ltd
2,34,05,520  2 Crore+

R K Associates
40,00,000  40 Lacs+

Rohit Pratishthan
5,000  5 Thou+

Sadguru Seva Mandal Polytechnic College
1,61,58,946  1 Crore+

Sadguru Seva Mandal Trust
11,59,700  11 Lacs+

Sahman (I) Electronics P Ltd
29,02,000  29 Lacs+

Shree Siddhivinayak Dev
3,12,491  3 Lacs+

Shree Trading Co
3,00,00,000  3 Crore+

Shree Venkateshwara Agro Processing
2,00,00,000  2 Crore+

S S Distellieris Pvt Ltd
2,00,00,000  2 Crore+

Swaraj Industries Ltd
60,00,000  60 Lacs+

TEXTILE Corp Pf Marathwada Ltd
1,36,49,561  1 Crore+

Vaidyanath Plast P L
49,25,308  49 Lacs+

Aurangabad Holiday Resorts Pvt Ltd
2,45,221  2 Lacs+

Krish Developers Pune
69,48,928  69 Lacs+

Industries Nanded
1,60,000  1 Lacs+

Rajesh Trading Co
77,63,377  77 Lacs+

Sai Developers Pune
40,500  40 Thou+

Shivaji Construction Nanded
10,77,227  10 Lacs+

Shree Siddhivinayak Developers
2,72,695  2 Lacs+

Shrinath Builders Nanded
1,00,000  1 Lacs+

Trupti Trading Co Pune
65,000  65 Thou+

Venkatesh Trading Co
20,38,700  20 Lacs+

Venkatesh Trading Co
1,22,058  1 Lacs+

Venkatesh Construction Co
1,10,000  1 Lacs+

Horizon Group
1,48,991  1 Lacs+

Gajanan Commercial
5,75,100  5 Lacs+

Sai Trading Co
20,62,122  20 Lacs+

ARCS Aviation LLP
66,667  66 Thou+

Labh Enterprises
3,50,000  3 Lacs+

New Narseeha Enterprises
45,000  45 Thou+

Venkatesh Promoters & Developers
45,000  45 Thou+

Developers Parali
14,284  14 Thou+

Shantiniketan Public School
21,00,000  21 Lacs+

Midas Communication
1,40,000  1 Lacs+","Nitin Chandrakant Chavan
1,00,00,000  1 Crore+

Retreat Investment P Ltd
25,000  25 Thou+

Aurangabad Holiday Resorts Pvt Ltd
11,19,028  11 Lacs+

Aurangabad Holiday Resorts Pvt Ltd
1,15,13,992  1 Crore+

Rajesh Trading Co
45,000  45 Thou+

Sai Developers
2,500  2 Thou+

Shivaji Construction
75,000  75 Thou+

Shree Siddhivinayak Developers
10,000  10 Thou+

Tirupati Trading Co
30,000  30 Thou+

Venkatesh Trading Co
2,500  2 Thou+

Venkatesh Construction Co
10,000  10 Thou+

Shantiniketan Public School
91,19,047  91 Lacs+",Nil,Nil,Nil,Nil,"Rs 40,19,42,929
40 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Bajaj Avenger DTSI MH12M4672
72,460  72 Thou+

Honda Activa MH26P3177/2006
48,195  48 Thou+

Toyota Lexus LX MH06T1212
4,26,000  4 Lacs+

I10 Asta MH12GF7983
6,53,730  6 Lacs+

Porsch Lmvimp MH12KY0099
1,20,92,801  1 Crore+

Endevour Ford MH26BC9999
40,22,381  40 Lacs+

Rangerover MH12HC9999
54,40,000  54 Lacs+

Innova MH12J667
16,75,884  16 Lacs+

Innova
18,00,000  18 Lacs+

Mahindra
9,00,000  9 Lacs+

Sport Cycle
20,000  20 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 2,71,51,451
2 Crore+"
vii,Jewellery (give details weight value),"100 Gram Gold
3,75,000  3 Lacs+","500 Grams Gold
18,75,000  18 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,50,000
22 Lacs+"
viii,"Other assets, such as values of claims / interests","Revolver ND/14/1999
64,587  64 Thou+

Household Equipments
13,91,528  13 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,56,115
14 Lacs+"
Gross Total Value (as per Affidavit),"42,08,59,698  42 Crore+","4,14,11,721  4 Crore+",Nil,"5,44,864  5 Lacs+","5,89,807  5 Lacs+",Nil,"Rs 46,34,06,090
46 Crore+",
