0,1,2,3,4,5,6,7,8
i,Cash,"30,000  30 Thou+","25,000  25 Thou+",Nil,Nil,Nil,Nil,"Rs 55,000
55 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBH
3,000  3 Thou+

S BANK
1,000  1 Thou+

URBAN BANK
1,71,660  1 Lacs+

SAHARA
3,00,000  3 Lacs+

YAVATMAL MATLA
20,000  20 Thou+",Nil,Nil,"SBI
7,500  7 Thou+",Nil,Nil,"Rs 5,03,160
5 Lacs+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,"LIC
2,50,000  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,50,000
2 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
vii,Jewellery (give details weight value),Nil,"GOLD 100 GMS
3,00,000  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,00,000
3 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"5,25,660  5 Lacs+","5,75,000  5 Lacs+",Nil,"7,500  7 Thou+",Nil,Nil,"Rs 11,08,160
11 Lacs+",
Totals (Calculated as Sum of Values),"Rs 5,25,660
5 Lacs+","Rs 5,75,000
5 Lacs+",Nil,"Rs 7,500
7 Thou+",Nil,Nil,"Rs 11,08,160
11 Lacs+",
