0,1,2,3,4,5,6,7,8
i,Cash,"6,46,865  6 Lacs+","25,000  25 Thou+",Nil,Nil,Nil,Nil,"Rs 6,71,865
6 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","IDBI
12,58,277  12 Lacs+

Pune Jilha Madh. Sah Bank
2,85,745  2 Lacs+

Sarad Sahkari Bank Narayangaon
1,04,477  1 Lacs+

Sarad Sahkari Bank Narayangaon
57,270  57 Thou+

Sarad Sahkari Bank Narayangaon
11,49,928  11 Lacs+

Shriram Nagri Sahkari PAtpedhi
8,25,351  8 Lacs+

Shriram Nagri Sahkari PAtpedhi
52,17,566  52 Lacs+

IDBI Chanak Branch, Pune
1,43,192  1 Lacs+","IDBI Bank
1,38,596  1 Lacs+

Sarad Sahkari Bank Narayangaon
2,48,330  2 Lacs+

Sarad Sahkari Bank Narayangaon
11,91,761  11 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,06,20,493
1 Crore+"
iii,"Bonds, Debentures and Shares in companies","LID Line Construction
1,35,69,407  1 Crore+

Unicon Vastu Nirman India Pvt. Ltd.
20,000  20 Thou+

Shriram Nagri Sahkari PAtpedhi
10,000  10 Thou+

Sarad Sahkari Bank
2,50,050  2 Lacs+

Vidhnhar Sahkari Sugar Mill
10,000  10 Thou+","Sarad Sahkari Bank Narayangaon
5,000  5 Thou+

Vidhnhar Sahkari Sugar Mill
10,000  10 Thou+",Nil,Nil,Nil,Nil,"Rs 1,38,74,457
1 Crore+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC
28,440  28 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 28,440
28 Thou+",
v,Personal loans/advance given,"Balasaheb Thorat
3,50,000  3 Lacs+

Umesh Modhave
3,00,000  3 Lacs+

Sanjog More
3,50,000  3 Lacs+

Anuj Sai
1,50,000  1 Lacs+

Blumingdel International School
28,31,241  28 Lacs+

Ifali Tours and Travels
10,00,000  10 Lacs+

Ganesh Bhanudas
2,00,000  2 Lacs+

Amol Gholap
2,00,000  2 Lacs+

Lid Line Cons.
1,26,29,068  1 Crore+

Ravindra Jawle
5,00,000  5 Lacs+

Sagar Fulwade
2,50,000  2 Lacs+

Rohan Mahabare
2,00,000  2 Lacs+

Sachin Date
5,00,000  5 Lacs+

Unicon Aditya
1,00,000  1 Lacs+

Unicon Vastu Nirman
2,04,62,500  2 Crore+

Rajshree Unicon
22,71,903  22 Lacs+

Unicon Reyaletars
10,00,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,32,94,712
4 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Toyota Fortuners, Purchased Date- 27/10/2009, MH14BX1414
5,56,229  5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,56,229
5 Lacs+"
vii,Jewellery (give details weight value),"14 Tola Gold
4,39,088  4 Lacs+","45 Tola Gold
13,50,000  13 Lacs+",Nil,Nil,Nil,Nil,"Rs 17,89,088
17 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"6,78,69,597  6 Crore+","29,68,687  29 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,08,38,284
7 Crore+",
Totals (Calculated as Sum of Values),"Rs 6,78,66,597
6 Crore+","Rs 29,68,687
29 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,08,35,284
7 Crore+",
