SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Cash,"12,50,979  12 Lacs+","7,75,334  7 Lacs+","6,46,772  6 Lacs+","5,43,658  5 Lacs+","12,32,023  12 Lacs+",Nil, 4448766
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,0
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,0
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,0
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,0
vii,Jewellery (give details weight value),Nil,Nil,Nil,Nil,Nil,Nil,0
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,0
x,Gross Total Value (as per Affidavit),"26,00,05,166  26 Crore+","4,08,95,886  4 Crore+","1,81,79,885  1 Crore+","4,47,92,574  4 Crore+","1,29,00,213  1 Crore+",Nil, 376773724
xi,Totals (Calculated as Sum of Values),"Rs 12,50,979
12 Lacs+","Rs 7,75,334
7 Lacs+","Rs 6,46,772
6 Lacs+","Rs 5,43,658
5 Lacs+","Rs 12,32,023
12 Lacs+",Nil, 4448766
