SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Cash,"3,00,000  3 Lacs+","2,00,000  2 Lacs+",Nil,Nil,Nil,Nil, 500000
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Station Road
35,267  35 Thou+

SBI Ashti
18,125  18 Thou+

Purnvadi Nagari Bank
2,25,653  2 Lacs+

MGB Shiral
1,09,668  1 Lacs+

District Bank Ashti
16,121  16 Thou+","SBI Ashti
22,568  22 Thou+

Purnavadi Nagari Bank
11,410  11 Thou+

MGB Shiral
6,400  6 Thou+",Nil,"MGB
5,000  5 Thou+",Nil,Nil, 450212
iii,"Bonds, Debentures and Shares in companies",Nil,"Pancard Club CCV769
35,200  35 Thou+",Nil,Nil,Nil,Nil, 35200
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,0
"(b)
LIC or other insurance Policies","LIC 188689808
25,337  25 Thou+

Star Health 01/2019/023439
22,884  22 Thou+","LIC 988811752
23,304  23 Thou+

Bajaj Allianz 37712761/10
36,000  36 Thou+",Nil,"Samruddhi 0704813047274
60,000  60 Thou+",Nil,Nil,"Rs 1,67,525
1 Lacs+",0
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,"Motor Vehicles (details of make, etc.)","Motor Cycle Suzuki MH23D3033
13,000  13 Thou+

Jondiar Tractor MH23B8147
5,45,760  5 Lacs+

Swarajya Tractor MVV4435
1,10,000  1 Lacs+

Toyota Fortuner MH12MU0073
15,50,000  15 Lacs+",Nil,Nil,Nil,Nil,Nil, 2218760
vii,Jewellery (give details weight value),"Gold 50 Gram
1,92,000  1 Lacs+","Gold 90 Gram
3,46,500  3 Lacs+",Nil,Nil,Nil,Nil, 538500
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,0
x,Gross Total Value (as per Affidavit),"31,63,815  31 Lacs+","6,81,382  6 Lacs+",Nil,"65,000  65 Thou+",Nil,Nil, 3910197
xi,Totals (Calculated as Sum of Values),"Rs 31,63,815
31 Lacs+","Rs 6,81,382
6 Lacs+",Nil,"Rs 65,000
65 Thou+",Nil,Nil, 3910197
